更新日期,#genre#
怀远综合,http://php.jdshipin.com:8880/PLTV/chudian.php?id=qyzh$IPV4
五河新闻综合,https://rmplive.hljtv.com/live/heihe.m3u8$IPV4•线路1
五河新闻综合,https://masterpull.hljtv.com/live/iyoENgSP.m3u8$IPV4•线路2
固镇综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$IPV4•线路1
固镇综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8$IPV4•线路2
固镇综合,http://live.dxhmt.cn:9081/tv/11525-1.m3u8$IPV4•线路3
淮南新闻综合,http://stream.0554news.com/hnds1/sd/live.m3u8?zanhd$IPV4
淮南民生,http://www.lwfz.fun:8800/rtp/239.16.20.165:11650$IPV4•线路1
淮南民生,https://migu.188766.xyz/?migutoken=599bb7fdd4f9cab36d202bb38a0da046&id=%E6%B0%91%E7%94%9F%E9%A2%91%E9%81%93&type=yy$IPV4•线路2
淮南民生,https://migu.188766.xyz/?migutoken=8b7305a8d46cfe98635e66d0e757c394&id=%E6%B0%91%E7%94%9F%E9%A2%91%E9%81%93&type=yy$IPV4•线路3
淮南民生,https://migu.188766.xyz/?migutoken=97b2be6f258ae481d8bc142a1fac8bef&id=%E6%B0%91%E7%94%9F%E9%A2%91%E9%81%93&type=yy$IPV4•线路4
淮南民生,https://migu.188766.xyz/?migutoken=999fa1172c8b97bce4c61b4728d49542&id=%E6%B0%91%E7%94%9F%E9%A2%91%E9%81%93&type=yy$IPV4•线路5
淮南民生,https://migu.188766.xyz/?migutoken=0ec1f5f231bfb2cd0cce9a7edcf8947b&id=%E6%B0%91%E7%94%9F%E9%A2%91%E9%81%93&type=yy$IPV4•线路6
淮南民生,https://tv1288.xyz/hntv.php?id=hnms$IPV4•线路7
淮南民生,http://1.94.31.214/php/hntv.php?id=hnms$IPV4•线路8
寿县综合,https://jwliveqxzb.hebyun.com.cn/qxtvlive1/qxtvlive1.m3u8$IPV4•线路1
寿县综合,http://jwcdnqx.hebyun.com.cn/live/qxtvlive1/1500k/tzwj_video.m3u8$IPV4•线路2
马鞍山科教生活,https://live.masbcx.cn/fe60c7f6a746404590186208394ceb43/935bce782af148c18a8048eabb0d7afa.m3u8?auth_key=2334657804-859d6a4ae6094480b20ff635612cd14d-0-8151ea4280c5f6a71fad438456ffa6df$IPV4
马鞍山新闻综合,http://120.76.248.139/live/bfgd/4200000274.m3u8$IPV4
淮北新闻综合,https://mgtv.ottiptv.cc/migu/639731826.m3u8?migutoken=383a4690d772fe16ccec98f2da2e7e0c3b362ae2d9a0fa219e9a7bb76bb96d4ca6392f861efb0a61154552c563897f4660867745735f85e310ec9fb52d7fc55cd30da8d55169f8c415c5a69a15$IPV4•线路1
淮北新闻综合,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/haxinwenzonghe/600/index.m3u8?msisdn=2025091908013583ce7f12af754a16ba29f7c2626810f0&mdspid=&spid=699067&netType=0&sid=5500469363&pid=2028597139&timestamp=20250919080135&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731826&ParentNodeID=-99&assertID=5500469363&client_ip=106.13.250.88&SecurityKey=20250919080135&promotionId=&mvid=5102012618&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=8f83667dfa073a4952557e51d015d22c&ddCalcu=c82fe281d395601607dd1f5ae077535a2459$IPV4•线路2
淮北新闻综合,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/haxinwenzonghe/600/index.m3u8?msisdn=20251023080142941c175264e346bdb28fc24a4c0fff92&mdspid=&spid=699067&netType=0&sid=5500469363&pid=2028597139&timestamp=20251023080142&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731826&ParentNodeID=-99&assertID=5500469363&client_ip=106.13.250.83&SecurityKey=20251023080142&promotionId=&mvid=5102012618&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=228f78becdd3f1c2f4ea311cb51557e2&ddCalcu=22e2e7825f9570185bbecc1d1d33afe14cf2$IPV4•线路3
淮北新闻综合,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/haxinwenzonghe/600/index.m3u8?msisdn=2025102408005841cc8f9eb2074fbabaeaef4617e0ca47&mdspid=&spid=699067&netType=0&sid=5500469363&pid=2028597139&timestamp=20251024080058&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731826&ParentNodeID=-99&assertID=5500469363&client_ip=106.13.250.88&SecurityKey=20251024080058&promotionId=&mvid=5102012618&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=d70ba06f67ad26900d75c4f6652b7fa4&ddCalcu=4da7ef027b9ba020566f66f74acd5276d900$IPV4•线路4
淮北新闻综合,http://smartzhu.cn:1234/639731826$IPV4•线路5
淮北新闻综合,http://chen.ccwu.cc:1234/639731826$IPV4•线路6
淮北新闻综合,http://2280.eu.org:1234/639731826$IPV4•线路7
淮北新闻综合,http://fn.gcl.de5.net:5908/gsh950428/639731826$IPV4•线路8
淮北新闻综合,http://115.190.247.176:1111/639731826$IPV4•线路9
淮北新闻综合,http://123.113.205.253:3000/639731826$IPV4•线路10
淮北新闻综合,http://47.104.178.59:3566/639731826$IPV4•线路11
淮北新闻综合,http://119.233.255.62:1234/639731826$IPV4•线路12
淮北新闻综合,http://tv123.cc.cd/live.php?ch=2397&sid=3cc3f6e3c3aa742abdf27b8475fb4eb4&exp=1788016386&sig=2769ea5c93c3e21c953bcd5bffb7fa4b9b64e0200736137f95ec2b74209e53eb$IPV4•线路13
淮北新闻综合,http://223.247.25.219:1234/639731826$IPV4•线路14
淮北新闻综合,http://111.231.6.102:1234/639731826$IPV4•线路15
淮北经济生活,http://tv.pull.hebtv.com/jishi/jingjishenghuo.flv?t=2510710360&k=fa8a788d96df5d75e67186f6b6864b40$IPV4•线路1
淮北经济生活,http://1.94.31.214/php/hebei.php?id=jjsh$IPV4•线路2
淮北经济生活,http://121.19.134.145:808/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路3
濉溪综合频道,https://livepull.hellohakka.cn/live/ch_zonghe.m3u8$IPV4
安庆新闻综合,https://play.yunxya.com/channellive/xinwen.m3u8$IPV4
安庆经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8$IPV4•线路1
安庆经济生活,https://stream1.freetv.fun/an-hui-jing-ji-sheng-huo-4.ctv$IPV4•线路2
安庆经济生活,http://112.132.10.54:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路3
安庆经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959.flv$IPV4•线路4
枞阳电视台,https://muspz2pi.live.sxmty.com/live/hls/33a3ffb76e06432cb2e535e58aa8441d/6644d056086b4f608c87db5be6d7f05e.m3u8$IPV4
岳西新闻综合,https://rmplive.hljtv.com/live/jixi.m3u8$IPV4•线路1
岳西新闻综合,https://masterpull.hljtv.com/live/uqFwlQDH.m3u8$IPV4•线路2
潜山综合,http://php.jdshipin.com:8880/PLTV/chudian.php?id=hszh$IPV4
桐城综合,http://183.164.37.17:4022/rtp/238.1.78.28:6152$IPV4•线路1
桐城综合,http://183.164.46.181:6688/rtp/238.1.78.28:6152$IPV4•线路2
桐城综合,http://183.165.195.249:7000/rtp/238.1.78.28:6152$IPV4•线路3
黄山文旅频道,http://61.145.188.90:60033/udp/239.253.43.63:5146$IPV4•线路1
黄山文旅频道,http://119.131.25.143:9003/udp/239.253.43.63:5146$IPV4•线路2
黄山文旅频道,http://113.65.7.6:7088/udp/239.253.43.63:5146$IPV4•线路3
黄山文旅频道,http://14.145.187.131:4022/udp/239.253.43.63:5146$IPV4•线路4
黄山新闻综合,http://hslive.hsnewsnet.com/lsdream/hve9Wjs/1000/live.m3u8$IPV4•线路1
黄山新闻综合,http://hslive.hsnewsnet.com/lsdream/hve9Wjs/1000/live.m3u8?zanhd$IPV4•线路2
徽州区新闻，,http://183.164.37.17:4022/rtp/238.1.78.138:6976$IPV4•线路1
徽州区新闻，,http://183.164.46.181:6688/rtp/238.1.78.138:6976$IPV4•线路2
徽州区新闻，,http://183.165.195.249:7000/rtp/238.1.78.138:6976$IPV4•线路3
绩溪新闻综合，,http://live.sctvcloud.com/live/pengxilive/playlist.m3u8$IPV4
歙县综合，,http://112.30.194.221:20080/live/4b3024127d1c472986ccdcb454f81a9f/hls.m3u8?zanhd$IPV4
休宁新闻综合，,https://play.kankanlive.com/live/1658194434596952.m3u8$IPV4
祁门综合频道，,http://61.145.188.90:60033/udp/239.77.0.201:5146$IPV4•线路1
祁门综合频道，,http://119.131.25.143:9003/udp/239.77.0.201:5146$IPV4•线路2
祁门综合频道，,http://113.65.7.6:7088/udp/239.77.0.201:5146$IPV4•线路3
祁门综合频道，,http://14.145.187.131:4022/udp/239.77.0.201:5146$IPV4•线路4
黟县新闻综合，,http://tvpull.dxhmt.cn:9081/tv/10782-1.m3u8$IPV4•线路1
黟县新闻综合，,http://live.dxhmt.cn:9081/tv/10782-1.m3u8$IPV4•线路2
滁州新闻综合，,http://live.cztv.cc:85/live/xwpd.m3u8?zanhd$IPV4
滁州科教频道，,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8$IPV4
滁州公共频道，,http://hbbz.chinashadt.com:2036/live/stream:bzgg.stream/playlist.m3u8$IPV4
阜阳都市文艺，,http://41007.hlsplay.aodianyun.com/tv_radio_41007/tv_channel_2854.m3u8?auth_key=4835990545-0-0-80a02249988a1cd7a605401bb3a97442&extra_key=ohSJKJdeEa3QQlgmBxpudi6ezxha2e0nc6NZj3SHRORmaEFCgqd6yS2lGW3j-QQf56tTLDfQMDwAAnYcmDicXDRhX7-vqQx3Y2n2ERhE5FWfT3X--ob2iuEq3JtYdHC_ndaPCeOBQdXbH--HpXp2yu84RkSRTHg6mejJ52Qu7did-D4rWp9iydThnLbjeQ_1$IPV4
阜阳生活频道，,http://61.145.188.90:60033/udp/239.77.0.251:5146$IPV4•线路1
阜阳生活频道，,http://119.131.25.143:9003/udp/239.77.0.251:5146$IPV4•线路2
阜阳生活频道，,http://113.65.7.6:7088/udp/239.77.0.251:5146$IPV4•线路3
阜阳生活频道，,http://14.145.187.131:4022/udp/239.77.0.251:5146$IPV4•线路4
阜阳教育频道，,http://41007.hlsplay.aodianyun.com/tv_radio_41007/tv_channel_2852.m3u8?auth_key=4835990057-0-0-017419faa93529a4aa5fc283632732ca&extra_key=vQshsQkSOG1FT9Mb763SReA_ScJbWZE1GdTHuMtghVIye3UhXJWOF-WqFU3cuQ-uD1nO3QrpvlmEGnULzFj7L_nbUOgIFmahrvO-Mu8U3Rx4MRBSMj7QUjXKdwK-4_tfiHF9qHU4TLF_9Q9bpL7Sk2xp6AMy4uMlD3O5Hmrnu1w2QzhRwTPxeTmKO9iTZamR$IPV4
阜阳新闻综合，,https://live.goodiptv.club/api/yqgd.php?id=yqxwzhhd$IPV4
临泉新闻，,http://183.164.37.17:4022/rtp/238.1.78.29:6160$IPV4•线路1
临泉新闻，,http://183.164.46.181:6688/rtp/238.1.78.29:6160$IPV4•线路2
临泉新闻，,http://183.165.195.249:7000/rtp/238.1.78.29:6160$IPV4•线路3
阜南新闻综合，,http://stream5.jlntv.cn/hn/sd/live.m3u8$IPV4•线路1
阜南新闻综合，,http://stream5.jlntv.cn/hn/sd/live.m3u8?zjild$IPV4•线路2
宿州新闻综合，,http://live.ahsz.tv/video/s10001-szzh/index.m3u8$IPV4•线路1
宿州新闻综合，,https://stream1.freetv.fun/su-zhou-xin-wen-zong-he-1.m3u8$IPV4•线路2
宿州新闻综合，,https://stream1.freetv.fun/su-zhou-xin-wen-zong-he-2.m3u8$IPV4•线路3
宿州新闻综合，,https://stream1.freetv.fun/su-zhou-xin-wen-zong-he-3.m3u8$IPV4•线路4
宿州科教生活，,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8$IPV4
灵璧新闻综合，,https://live-stream.lsxrmtzx.com/live/video.m3u8?zshanxd$IPV4•线路1
灵璧新闻综合，,https://live-stream.lsxrmtzx.com/live/video.m3u8$IPV4•线路2
泗县新闻频道，,http://183.164.37.17:4022/rtp/238.1.78.193:7416$IPV4•线路1
泗县新闻频道，,http://183.164.46.181:6688/rtp/238.1.78.193:7416$IPV4•线路2
泗县新闻频道，,http://183.165.195.249:7000/rtp/238.1.78.193:7416$IPV4•线路3
六安综合，,http://183.164.37.17:4022/rtp/238.1.78.144:7024$IPV4•线路1
六安综合，,http://183.164.46.181:6688/rtp/238.1.78.144:7024$IPV4•线路2
六安综合，,http://183.165.195.249:7000/rtp/238.1.78.144:7024$IPV4•线路3
霍山综合，,http://183.164.37.17:4022/rtp/238.1.78.220:7632$IPV4•线路1
霍山综合，,http://183.164.46.181:6688/rtp/238.1.78.220:7632$IPV4•线路2
霍山综合，,http://183.165.195.249:7000/rtp/238.1.78.220:7632$IPV4•线路3
霍山综合，,http://ahhsdb.chinashadt.com:1936/live/stream:ahws.stream/playlist.m3u8?zanhd$IPV4•线路4
霍邱新闻综合，,http://183.164.37.17:4022/rtp/238.1.78.119:6824$IPV4•线路1
霍邱新闻综合，,http://183.164.46.181:6688/rtp/238.1.78.119:6824$IPV4•线路2
霍邱新闻综合，,http://183.165.195.249:7000/rtp/238.1.78.119:6824$IPV4•线路3
金寨综合，,http://play.kankanlive.com/live/1660096574549900.m3u8$IPV4•线路1
金寨综合，,http://play.kankanlive.com/live/1660096574549900.flv$IPV4•线路2
亳州农村频道，,http://zbbf2.ahbztv.com/live/418.m3u8$IPV4•线路1
亳州农村频道，,http://zbbf2.ahbztv.com/live/418.m3u8?zanhd$IPV4•线路2
亳州农村频道，,http://220.180.110.101:8083/videos/live/39/13/o4ncrHkSp7q09/o4ncrHkSp7q09.M3U8$IPV4•线路3
亳州综合频道，,http://222.173.9.81/00/SNM/CHANNEL00001042/index.m3u8$IPV4
利辛新闻综合，,http://1.94.31.214/php/qilu.php?id=dyklxw$IPV4
蒙城新闻，,http://183.164.37.17:4022/rtp/238.1.79.19:4264$IPV4•线路1
蒙城新闻，,http://183.164.46.181:6688/rtp/238.1.79.19:4264$IPV4•线路2
蒙城新闻，,http://183.165.195.249:7000/rtp/238.1.79.19:4264$IPV4•线路3
宣城综合，,http://111.53.96.67:8081/live/1/index.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$IPV4
旌德综合，,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8$IPV4•线路1
旌德综合，,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8?zjild$IPV4•线路2
广德新闻综合,http://php.jdshipin.com:8880/PLTV/chudian.php?id=ydxwzh$IPV4
📠┃央视频道,#genre#
CCTV1,http://101.35.240.114:88/live.php?id=CCTV1$IPV4•线路1
CCTV1,http://223.247.25.219:1234/608807420$IPV4•线路2
CCTV1,http://111.231.6.102:1234/608807420$IPV4•线路3
CCTV1,http://27.12.12.174:1234/608807420$IPV4•线路4
CCTV1,http://110.154.192.81:7788/608807420$IPV4•线路5
CCTV1,http://27.18.125.79:1234/608807420$IPV4•线路6
CCTV1,http://43.240.220.130:3360/cdnlive-fusion.php?mode=play;id=3d8e093d50b1a060c11758de78cca54d;token=qBPHA4CG4QetWxkzDkrQunrT5DGBvHLG;machineid=9bd3f4b65ec578ec;userip=104.28.209.252;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29$IPV4•线路7
CCTV1,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=3d8e093d50b1a060c11758de78cca54d&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=495211d81289co9b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路8
CCTV1,http://47.106.39.47:8596/aikan.php?id=cctv1$IPV4•线路9
CCTV1,http://47.106.39.47:8596/aikan.php?id=cctv1b$IPV4•线路10
CCTV1,http://74.91.26.218:82/live/cctv1hd.m3u8$IPV4•线路11
CCTV1,http://111.59.24.227:8181/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路12
CCTV1,http://tvbox6.icu/tv/migu.php?id=cctv1$IPV4•线路13
CCTV1,http://113.95.132.166:554/rtp/239.77.0.119:5146$IPV4•线路14
CCTV1,http://113.95.132.166:554/rtp/239.77.0.129:5146$IPV4•线路15
CCTV2,http://148.135.93.213/live.php?id=CCTV2$IPV4•线路1
CCTV2,http://223.247.25.219:1234/631780532$IPV4•线路2
CCTV2,http://111.231.6.102:1234/631780532$IPV4•线路3
CCTV2,http://27.12.12.174:1234/631780532$IPV4•线路4
CCTV2,http://110.154.192.81:7788/631780532$IPV4•线路5
CCTV2,http://27.18.125.79:1234/631780532$IPV4•线路6
CCTV2,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=7f0f7630ebd9f29f34452e64c037ca7c&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=495211d81289co9b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路7
CCTV2,http://47.106.39.47:8596/aikan.php?id=cctv2$IPV4•线路8
CCTV2,http://221.7.175.154:8445/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路9
CCTV2,http://111.59.24.227:8181/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路10
CCTV2,http://43.251.226.89:8080/play/2.m3u8$IPV4•线路11
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8$IPV4•线路12
CCTV2,http://tvbox6.icu/tv/migu.php?id=cctv2$IPV4•线路13
CCTV2,http://113.95.132.166:554/rtp/239.253.43.17:5146$IPV4•线路14
CCTV2,http://113.95.132.166:554/rtp/239.77.0.137:5146$IPV4•线路15
CCTV3,http://101.35.240.114:88/live.php?id=CCTV3$IPV4•线路1
CCTV3,http://223.247.25.219:1234/624878271$IPV4•线路2
CCTV3,http://111.231.6.102:1234/624878271$IPV4•线路3
CCTV3,http://27.12.12.174:1234/624878271$IPV4•线路4
CCTV3,http://110.154.192.81:7788/624878271$IPV4•线路5
CCTV3,http://27.18.125.79:1234/624878271$IPV4•线路6
CCTV3,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=eef05976d14b742fc22fe17affad1f60&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=495211d81289co9b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路7
CCTV3,http://47.106.39.47:8596/aikan.php?id=cctv3$IPV4•线路8
CCTV3,http://58.56.162.102:4466/newlive/live/hls/3/live.m3u8$IPV4•线路9
CCTV3,http://74.91.26.218:82/live/cctv3hd.m3u8$IPV4•线路10
CCTV3,http://112.30.73.119:229/tsfile/live/0003_2.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路11
CCTV3,http://221.7.175.154:8445/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路12
CCTV3,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路13
CCTV3,http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路14
CCTV3,http://39.152.103.17:8089/tsfile/live/1002_1.m3u8$IPV4•线路15
CCTV4,http://148.135.93.213/live.php?id=CCTV4$IPV4•线路1
CCTV4,http://223.247.25.219:1234/631780421$IPV4•线路2
CCTV4,http://111.231.6.102:1234/631780421$IPV4•线路3
CCTV4,http://27.12.12.174:1234/631780421$IPV4•线路4
CCTV4,http://110.154.192.81:7788/631780421$IPV4•线路5
CCTV4,http://27.18.125.79:1234/631780421$IPV4•线路6
CCTV4,http://gat.xyys.site/cdnlive-fusion.php?mode=play&id=c05a594b68692bbb5d09e966469540c8&token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=495211d81289co9b;userip=140.250.232.154;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路7
CCTV4,http://47.106.39.47:8596/aikan.php?id=cctv4$IPV4•线路8
CCTV4,http://58.56.162.102:4466/newlive/live/hls/4/live.m3u8$IPV4•线路9
CCTV4,http://221.7.175.154:8445/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路10
CCTV4,http://111.59.24.227:8181/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路11
CCTV4,http://tvbox6.icu/tv/migu.php?id=cctv4$IPV4•线路12
CCTV4,http://tvbox6.icu/tv/migu.php?id=cctv4o$IPV4•线路13
CCTV4,http://tvbox6.icu/tv/migu.php?id=cctv4a$IPV4•线路14
CCTV4,http://113.95.132.166:554/rtp/239.253.43.120:5146$IPV4•线路15
CCTV5,http://101.35.240.114:88/live.php?id=CCTV5$IPV4•线路1
